Timestamp;test_speed_out[2];test_speed_out[3];test_current_out[2];test_current_out[3];WheelCurrentSend[2];WheelCurrentSend[3]
3570000;6965;-8000;1102;-1150;37;-457
3572000;6965;-8000;1102;-1150;1497;-5653
3573000;7220;-8000;1123;-1069;5091;-8000
3574000;7220;-8000;1123;-1069;2035;-7798
3576000;7220;-8000;1123;-1069;47;-500
3577000;7220;-8000;1123;-1069;47;-500
3578000;7125;-8000;1144;-1182;5942;-8000
3580000;7125;-8000;1144;-1182;2655;-8000
3581000;7125;-8000;1144;-1182;1080;-7357
3582000;7125;-8000;1144;-1182;25;-585
3583000;7125;-8000;1144;-1182;25;-585
3585000;6885;-8000;1109;-1120;4381;-8000
3586000;6885;-8000;1109;-1120;2625;-8000
3587000;6885;-8000;1109;-1120;-18;-657
3588000;6885;-8000;1109;-1120;-18;-657
3590000;6885;-8000;1028;-1175;837;-8000
3591000;6605;-8000;1028;-1175;3658;-8000
3593000;6605;-8000;1028;-1175;1528;-8000
3594000;6605;-8000;1028;-1175;-1;-704
3595000;6605;-8000;1028;-1175;-1;-704
3596000;6590;-8000;1098;-1129;5652;-8000
3598000;6590;-8000;1098;-1129;2600;-8000
3599000;6590;-8000;1098;-1129;525;-8000
3600000;6590;-8000;1098;-1129;1;-732
3602000;6590;-8000;1098;-1129;1;-8000
3603000;6445;-8000;1070;-1119;4601;-8000
3604000;6445;-8000;1070;-1119;1515;-8000
3606000;6445;-8000;1070;-1119;-3;-766
3607000;6445;-8000;1070;-1119;-3;-766
3608000;6445;-8000;1070;-1119;984;-8000
3609000;6580;-8000;1019;-1103;4401;-8000
3611000;6580;-8000;1019;-1103;1745;-8000
3612000;6580;-8000;1019;-1103;-19;-775
3613000;6580;-8000;1019;-1103;-19;-775
3615000;6830;-8000;1051;-1106;5472;-8000
3616000;6830;-8000;1051;-1106;2655;-8000
3617000;6830;-8000;1051;-1106;-190;-788
3619000;6830;-8000;1051;-1106;-18;-788
3620000;6830;-8000;1051;-1106;-18;-788
3621000;6590;-8000;1030;-1157;4411;-8000
3622000;6590;-8000;1030;-1157;1600;-8000
3624000;6590;-8000;1030;-1157;2;-774
3625000;6590;-8000;1030;-1157;2;-774
3626000;6590;-8000;1115;-1104;5807;-8000
3628000;6925;-8000;1115;-1104;3748;-8000
3629000;6925;-8000;1115;-1104;860;-8000
3630000;6925;-8000;1115;-1104;29;-752
3631000;6925;-8000;1115;-1104;29;-752
3633000;7110;-8000;1190;-1134;5990;-8000
3634000;7110;-8000;1190;-1134;2850;-8000
3635000;7110;-8000;1190;-1134;364;-736
3637000;7110;-8000;1190;-1134;33;-736
3638000;7110;-8000;1190;-1134;-926;-6612
3639000;-8000;8000;-1291;1387;-8000;8000
3641000;-8000;8000;-1291;1387;-8000;8000
3642000;-8000;8000;-1291;1387;-8000;8000
3643000;-8000;8000;-1291;1387;-8000;8000
3644000;-8000;8000;-1352;1373;-8000;8000
3646000;-8000;8000;-1352;1373;-8000;8000
3647000;-8000;8000;-1352;1373;-8000;8000
3649000;-8000;8000;-420;505;-8000;8000
3650000;-8000;8000;-420;505;-8000;8000
3651000;-8000;8000;-420;505;-8000;8000
3652000;-8000;8000;-420;505;-8000;8000
3654000;-8000;8000;-420;505;-8000;8000
3655000;-8000;8000;-411;359;-8000;8000
3656000;-8000;8000;-411;359;-8000;8000
3657000;-8000;8000;-411;359;-8000;8000
3659000;-8000;8000;-411;359;-8000;8000
3660000;-8000;7315;-150;200;-8000;6994
3662000;-8000;7315;-150;200;-8000;6459
3663000;-8000;7315;-150;200;-8000;6629
3664000;-8000;7315;-150;200;-8000;4940
3665000;-8000;4940;-97;-193;-8000;5269
3667000;-8000;4940;-97;-193;-8000;5204
3668000;-8000;4940;-97;-193;-8000;5604
3669000;-8000;4940;-97;-193;-8000;4395
3670000;-8000;4395;-109;-254;-8000;5124
3672000;-8000;4395;-109;-254;-8000;5375
3673000;-8000;4395;-109;-254;-8000;5418
3675000;-8000;4395;-109;-254;-8000;5418
3676000;-8000;4040;-134;-224;-8000;4208
3677000;-8000;4040;-134;-224;-8000;4663
3678000;-8000;4040;-134;-224;-8000;4845
3680000;-8000;4040;-134;-224;-8000;4573
3681000;-8000;3580;-107;-250;-8000;3746
3682000;-8000;3580;-107;-250;-8000;4005
3684000;-8000;3580;-107;-250;-8000;4391
3685000;-8000;3580;-107;-250;-8000;4391
3686000;-8000;3580;-107;-250;-8000;2990
3688000;-8000;2990;-39;-196;-8000;3168
3689000;-8000;2990;-39;-196;-8000;3731
3690000;-8000;2990;-39;-196;-7818;3701
3691000;-8000;2990;-39;-196;-7818;3701
3693000;-8000;2990;-39;-207;-8000;2750
3694000;-8000;2750;-103;-207;-7794;3240
3695000;-8000;2750;-103;-207;-7110;4044
3697000;-8000;2750;-103;-207;-6989;4165
3698000;-8000;2750;-103;-207;-6989;4165
3699000;-7765;3325;-62;-112;-7490;3799
3701000;-7765;3325;-62;-112;-7241;4113
3702000;-7765;3325;-62;-112;-6830;4534
3703000;-7765;3325;-62;-112;-6830;4534
3704000;-7765;3325;-62;-112;-6830;3625
3706000;-7620;3625;-127;-105;-7292;4332
3707000;-7620;3625;-127;-105;-6852;4667
3708000;-7620;3625;-127;-105;-6626;4838
3710000;-7620;3625;-127;-105;-6626;4838
3711000;-7620;4005;-172;-103;-7511;4168
3712000;-7675;4005;-172;-103;-7315;4784
3713000;-7675;4005;-172;-103;-6796;5108
3715000;-7675;4005;-172;-103;-6521;5523
3716000;-7675;4005;-172;-103;-6521;5523
3717000;-7400;4620;-106;-113;-7207;5252
3719000;-7400;4620;-106;-113;-6872;5452
3720000;-7400;4620;-106;-113;-6731;5688
3721000;-7400;4620;-106;-113;-6731;5688
3723000;-7400;4620;-106;-130;-7865;4680
3724000;-7865;4680;-230;-130;-7255;5099
3725000;-7865;4680;-230;-130;-6821;5493
3726000;-7865;4680;-230;-130;-6483;5631
3728000;-7865;4680;-230;-130;-6483;5631
3729000;-7865;4450;-183;-134;-7809;4521
3731000;-7945;4450;-183;-134;-7277;5027
3732000;-7945;4450;-183;-134;-6956;4928
3733000;-7945;4450;-183;-134;-6693;4971
3734000;-7945;4450;-183;-134;-6693;3960
3736000;-7435;3960;-147;-213;-7083;4332
3737000;-7435;3960;-147;-213;-6836;4578
3738000;-7435;3960;-147;-213;-6634;4780
3739000;-7435;3960;-147;-213;-6634;4780
3741000;-7435;3960;-147;-213;-7385;3710
3742000;-7385;3710;-166;-153;-6683;4396
3744000;-7385;3710;-166;-153;-6177;4472
3745000;-7385;3710;-166;-153;-5924;4455
3746000;-7385;3710;-166;-153;-5924;4455
3747000;-6795;3435;-74;-165;-6680;3595
3749000;-6795;3435;-74;-165;-6246;4048
3750000;-6795;3435;-74;-165;-5839;4285
3751000;-6795;3435;-74;-165;-5839;4285
3752000;-6795;3435;-74;-165;-5839;3365
3754000;-6775;3365;-167;-187;-6233;3726
3755000;-6775;3365;-167;-187;-5906;3958
3757000;-6775;3365;-167;-187;-5549;4370
3758000;-6775;3365;-167;-187;-5549;4370
3759000;-6775;3300;-116;-131;-6290;3460
3760000;-6450;3300;-116;-131;-6068;3536
3762000;-6450;3300;-116;-131;-5772;3877
3763000;-6450;3300;-116;-131;-5694;3995
3764000;-6450;3300;-116;-131;-5694;3995
3766000;-6470;2965;-157;-189;-6158;3352
3767000;-6470;2965;-157;-189;-5676;3533
3768000;-6470;2965;-157;-189;-5454;4100
3770000;-6470;2965;-157;-189;-5454;4100
3771000;-6470;2965;-157;-189;-6275;3040
3772000;-6275;3040;-84;-174;-5801;3315
3773000;-6275;3040;-84;-174;-5525;3769
3775000;-6275;3040;-84;-174;-5325;3869
3776000;-6275;3040;-84;-174;-5325;3869
3778000;-6420;2755;-185;-206;-6260;2915
3779000;-6420;2755;-185;-206;-5816;3393
3780000;-6420;2755;-185;-206;-5309;3835
3781000;-6420;2755;-185;-206;-5309;3835
3783000;-6420;2755;-185;-206;-5309;3835
3784000;-6220;2755;-127;-167;-5973;3057
3785000;-6220;2755;-127;-167;-5691;3533
3786000;-6220;2755;-127;-167;-5404;3700
3788000;-6220;2755;-127;-167;-5404;3700
3789000;-6220;2775;-155;-150;-6440;2705
3791000;-6600;2775;-155;-150;-6278;3066
3792000;-6600;2775;-155;-150;-6137;3437
3793000;-6600;2775;-155;-150;-6019;3750
3794000;-6600;2775;-155;-150;-6019;3750
3796000;-6745;2745;-165;-148;-6585;2935
3797000;-6745;2745;-165;-148;-6171;3358
3798000;-6745;2745;-165;-148;-6042;3582
3799000;-6745;2745;-165;-148;-5924;3565
3801000;-6745;2745;-165;-148;-7160;2630
3802000;-7160;2630;-148;-208;-6815;3059
3804000;-7160;2630;-148;-208;-6676;3378
3805000;-7160;2630;-148;-208;-6408;3656
3806000;-7160;2630;-148;-208;-6408;3656
3807000;-7160;2630;-171;-150;-6884;2916
3809000;-7045;2800;-171;-150;-6700;3289
3810000;-7045;2800;-171;-150;-6641;3518
3811000;-7045;2800;-171;-150;-6523;3696
3812000;-7045;2800;-171;-150;-6523;3696
3814000;-7485;2505;-146;-212;-7324;2903
3815000;-7485;2505;-146;-212;-6772;3177
3816000;-7485;2505;-146;-212;-6358;3436
3818000;-7485;2505;-146;-212;-6358;3436
3819000;-7485;2505;-146;-212;-7360;2685
3820000;-7360;2685;-128;-162;-7141;2964
3822000;-7360;2685;-128;-162;-6821;3308
3823000;-7360;2685;-128;-162;-6578;3456
3824000;-7360;2685;-128;-162;-6578;3456
3826000;-7425;2560;-142;-126;-7263;2722
3827000;-7425;2560;-142;-126;-6664;2961
3828000;-7425;2560;-142;-126;-6336;3208
3829000;-7425;2560;-142;-126;-6217;3327
3831000;-7425;2560;-142;-126;-6217;3327
3832000;-7305;2510;-155;-146;-6957;2917
3833000;-7305;2510;-155;-146;-6585;3114
3834000;-7305;2510;-155;-146;-6166;3503
3836000;-7305;2510;-155;-146;-6166;3503
3837000;-7305;2510;-151;-136;-7015;2380
3839000;-7015;2380;-151;-136;-6455;2859
3840000;-7015;2380;-151;-136;-6056;3138
3841000;-7015;2380;-151;-136;-5936;3258
3842000;-7015;2380;-151;-136;-5936;3258
3844000;-7095;2150;-138;-197;-6931;2313
3845000;-7095;2150;-138;-197;-6295;2744
3846000;-7095;2150;-138;-197;-6016;3013
3847000;-7095;2150;-138;-197;-5896;3133
3849000;-7095;2150;-138;-197;-6855;2045
3850000;-6855;2045;-125;-179;-6467;2322
3852000;-6855;2045;-125;-179;-6037;2732
3853000;-6855;2045;-125;-179;-5801;2938
3854000;-6855;2045;-125;-179;-5801;2938
3855000;-6855;2045;-135;-182;-6910;1985
3857000;-6910;1985;-135;-182;-6455;2279
3858000;-6910;1985;-135;-182;-6172;2587
3859000;-6910;1985;-135;-182;-5896;3018
3861000;-6910;1985;-135;-182;-5896;3018
3862000;-6670;1890;-130;-161;-6307;2072
3863000;-6670;1890;-130;-161;-6030;2504
3865000;-6670;1890;-130;-161;-5631;2758
3866000;-6670;1890;-130;-161;-5631;2758
3867000;-6670;1890;-130;-161;-5631;1565
3868000;-6450;1565;-96;-192;-6164;1910
3870000;-6450;1565;-96;-192;-5907;2182
3871000;-6450;1565;-96;-192;-5672;2177
3872000;-6450;1565;-96;-192;-5672;2177
3874000;-6450;1565;-138;-194;-6335;1707
3875000;-6335;1400;-138;-194;-5557;1787
3876000;-6335;1400;-138;-194;-5161;2183
3878000;-6335;1400;-138;-194;-5062;2377
3879000;-6335;1400;-138;-194;-5062;2377
3880000;-6085;1450;-99;-130;-5888;1432
3881000;-6085;1450;-99;-130;-5429;1966
3883000;-6085;1450;-99;-130;-5032;2247
3884000;-6085;1450;-99;-130;-5032;2247
3885000;-6085;1450;-99;-130;-6085;1115
3887000;-6085;1115;-177;-204;-5500;1454
3888000;-6085;1115;-177;-204;-5092;1882
3889000;-6085;1115;-177;-204;-4701;2318
3890000;-6085;1115;-177;-204;-4701;2318
3892000;-6085;1115;-86;-194;-5321;1193
3893000;-5485;1030;-86;-194;-5040;1714
3894000;-5485;1030;-86;-194;-4696;2083
3896000;-5485;1030;-86;-194;-4661;2203
3897000;-5485;1030;-86;-194;-4661;2203
3898000;-5730;1180;-172;-170;-5414;1480
3900000;-5730;1180;-172;-170;-5129;1841
3901000;-5730;1180;-172;-170;-4647;2177
3902000;-5730;1180;-172;-170;-4647;2177
3903000;-5730;1180;-172;-170;-5530;1000
3905000;-5530;1000;-133;-190;-5080;1594
3906000;-5530;1000;-133;-190;-4646;1708
3908000;-5530;1000;-133;-190;-4483;1826
3909000;-5530;1000;-133;-190;-4483;1826
3910000;-5330;1205;-100;-137;-5170;1365
3911000;-5330;1205;-100;-137;-4726;1518
3913000;-5330;1205;-100;-137;-4472;1995
3914000;-5330;1205;-100;-137;-4439;1995
3915000;-5330;1205;-100;-137;-4439;1995
3916000;-5605;885;-198;-175;-5293;1197
3918000;-5605;885;-198;-175;-4881;1763
3919000;-5605;885;-198;-175;-4619;2120
3921000;-5605;885;-198;-175;-4619;2120
3922000;-5605;885;-181;-141;-5256;1114
3923000;-5415;1020;-181;-141;-4941;1618
3924000;-5415;1020;-181;-141;-4512;2172
3926000;-5415;1020;-181;-141;-4320;2289
3927000;-5415;1020;-181;-141;-4320;2289
3928000;-5085;870;-94;-176;-4927;1083
3930000;-5085;870;-94;-176;-4393;1791
3931000;-5085;870;-94;-176;-3971;1833
3933000;-5085;870;-94;-176;-3971;1833
3934000;-5085;495;-112;-255;-4738;1037
3935000;-4895;495;-112;-255;-4407;1252
3936000;-4895;495;-112;-255;-4079;1491
3938000;-4895;495;-112;-255;-3767;1627
3939000;-4895;495;-112;-255;-3767;1627
3940000;-4550;460;-121;-206;-4395;930
3942000;-4550;460;-121;-206;-3884;1235
3943000;-4550;460;-121;-206;-3523;1541
3944000;-4550;460;-121;-206;-3409;1740
3946000;-4550;460;-121;-206;-4040;605
3947000;-4040;605;-83;-157;-3560;834
3948000;-4040;605;-83;-157;-3258;1216
3949000;-4040;605;-83;-157;-2985;1504
3951000;-4040;605;-83;-157;-2985;1504
3952000;-4040;605;-83;-180;-3579;691
3953000;-3730;510;-83;-180;-3269;770
3955000;-3730;510;-83;-180;-2814;1225
3956000;-3730;510;-83;-180;-2703;1491
3957000;-3730;510;-83;-180;-2703;1491
3959000;-3425;370;-105;-171;-3104;440
3960000;-3425;370;-105;-171;-2812;777
3961000;-3425;370;-105;-171;-2446;1458
3962000;-3425;370;-105;-171;-2446;1458
3964000;-3425;370;-105;-171;-3190;630
3965000;-3190;630;-110;-131;-3190;630
3966000;-3085;285;-93;-184;-3085;285
3968000;-3085;285;-93;-184;-3085;725
3969000;-3045;725;-80;-102;-3045;725
3970000;-2960;795;-41;-55;-2960;795
3972000;-2960;795;-41;-55;-2890;410
3973000;-2890;410;-6;-72;-2890;410
3974000;-2890;960;6;31;-2845;960
3975000;-2845;960;6;31;-2845;960
3977000;-2845;1100;0;47;-2845;1100
3978000;-2845;1100;0;-37;-2825;585
3979000;-2825;585;0;-37;-2825;585
3981000;-2820;895;7;2;-2820;895
3982000;-2820;895;12;35;-2800;1160
3983000;-2800;1160;12;35;-2800;1160
3985000;-2780;855;7;-6;-2780;855
3986000;-2780;855;7;-6;-2745;1020
3987000;-2745;1020;10;18;-2745;1020
3988000;-2745;1230;13;31;-2745;1230
3990000;-2745;1230;13;31;-2745;1020
3991000;-2725;1020;16;-10;-2725;1020
3993000;-2685;965;18;-15;-2685;965
3994000;-2685;965;18;-15;-2700;995
3995000;-2700;995;13;-5;-2700;995
3996000;-2700;965;17;2;-2680;965
3998000;-2680;965;17;2;-2680;965
3999000;-2645;910;25;3;-2645;910
4000000;-2645;910;25;3;-2625;930
4001000;-2625;930;26;6;-2625;930
4003000;-2595;785;21;-14;-2595;785
4004000;-2595;785;22;-9;-2545;770
4006000;-2545;770;22;-9;-2545;770
4007000;-2515;1115;22;54;-2515;1115
4008000;-2515;1115;22;13;-2465;840
4009000;-2465;840;20;13;-2465;840
4011000;-2400;600;17;-29;-2400;600
4012000;-2400;600;17;-29;-2400;1040
4013000;-2330;1040;20;28;-2330;1040
4015000;-2245;785;30;-18;-2245;785
4016000;-2245;785;30;-18;-2185;515
4017000;-2185;515;32;-51;-2185;515
4018000;-2185;775;25;-4;-2155;775
4020000;-2155;775;25;-4;-2155;775
4021000;-2135;815;17;4;-2135;815
4022000;-2135;815;20;-4;-2095;665
4023000;-2095;665;20;-4;-2095;665
4025000;-2065;730;24;15;-2065;730
4026000;-2065;730;31;20;-2000;780
4028000;-2000;780;31;20;-2000;780
4029000;-1960;855;31;28;-1960;855
4030000;-1960;855;31;-9;-1940;665
4031000;-1940;665;26;-9;-1940;665
4033000;-1910;655;24;-13;-1910;655
4034000;-1910;655;24;-13;-1900;600
4035000;-1900;600;18;-14;-1900;600
4036000;-1900;630;16;5;-1840;630
4038000;-1840;630;16;5;-1820;590
4039000;-1820;590;8;9;-1820;590
4041000;-1820;525;13;0;-1780;525
4042000;-1780;525;13;0;-1780;510
4043000;-1760;510;17;-5;-1760;510
4044000;-1760;510;21;1;-1705;545
4046000;-1705;545;21;1;-1705;545
4047000;-1665;395;20;-18;-1665;395
4048000;-1665;395;20;-18;-1645;195
4050000;-1645;195;20;-42;-1645;195
4051000;-1595;260;25;-26;-1595;260
4052000;-1595;260;25;14;-1490;500
4054000;-1490;500;34;14;-1490;500
4055000;-1440;520;34;25;-1440;520
4056000;-1440;520;34;25;-1430;215
4057000;-1430;215;26;-14;-1430;215
4059000;-1430;205;19;-19;-1420;205
4060000;-1420;205;19;-19;-1420;205
4061000;-1460;180;9;-26;-1460;180
4063000;-1470;465;-1;27;-1470;465
4064000;-1470;465;-1;27;-1470;465
4065000;-1450;275;-8;5;-1450;275
4067000;-1450;275;-7;-28;-1420;30
4068000;-1420;30;-7;-28;-1420;30
4069000;-1380;-30;3;-31;-1380;-30
4070000;-1380;-30;3;-31;-1295;0
4072000;-1295;0;22;-25;-1295;0
4073000;-1245;440;33;42;-1245;440
4074000;-1245;440;33;13;-1205;250
4076000;-1205;250;35;13;-1205;250
4077000;-1205;-35;21;-32;-1205;-35
4078000;-1205;-35;21;-32;-1205;-65
4079000;-1205;-65;9;-39;-1205;-65
4081000;-1205;-65;0;-67;-1230;-245
4082000;-1230;-245;0;-67;-1230;-245
4083000;-1230;70;-5;-9;-1230;70
4085000;-1195;185;-3;16;-1195;185
4086000;-1195;185;-3;16;-1195;185
4087000;-1145;-80;3;-20;-1145;-80
4089000;-1145;-80;9;-10;-1125;-25
4090000;-1125;-25;9;-10;-1125;-25
4091000;-1115;-100;16;-23;-1115;-100
4092000;-1115;-100;16;-23;-1150;-250
4094000;-1150;-250;12;-43;-1150;-250
4095000;-1200;45;2;6;-1200;45
4097000;-1200;45;2;6;-1190;45
4098000;-1190;45;-1;6;-1190;45
4099000;-1180;-125;-4;-16;-1180;-125
4100000;-1180;-125;-4;-16;-1140;30
4102000;-1140;30;5;12;-1140;30
4103000;-1140;-145;11;-17;-1130;-145
4104000;-1130;-145;11;-17;-1130;-145
4105000;-1090;-305;15;-47;-1090;-305
4107000;-1090;-305;15;10;-1040;50
4108000;-1040;50;17;10;-1040;50
4109000;-1030;125;12;24;-1030;125
4111000;-1030;125;6;-17;-1030;-140
4112000;-1030;-140;6;-17;-1030;-140
4113000;-1020;-100;6;-11;-1020;-100
4115000;-1020;-100;6;-11;-1000;-25
4116000;-1000;-25;8;-2;-1000;-25
4117000;-975;-245;7;-34;-975;-245
4118000;-975;-245;7;-34;-865;-185
4120000;-865;-185;17;-14;-865;-185
4121000;-800;120;25;35;-800;120
4122000;-800;120;25;35;-790;85
4124000;-790;85;31;28;-790;85
4125000;-790;-125;30;0;-815;-125
4126000;-815;-125;30;0;-815;-125
4128000;-875;-20;13;18;-875;-20
4129000;-875;-20;-2;17;-930;0
4130000;-930;0;-2;17;-930;0
4132000;-930;-250;-8;-22;-930;-250
4133000;-930;-250;-5;-26;-920;-260
4134000;-920;-260;-5;-26;-920;-260
4135000;-900;20;7;17;-900;20
4137000;-900;20;7;25;-890;65
4138000;-890;65;16;25;-890;65
4139000;-880;-40;14;16;-880;-40
4141000;-880;-40;14;16;-860;135
4142000;-860;135;9;50;-860;135
4143000;-880;210;0;59;-880;210
4145000;-880;210;0;59;-880;-130
4146000;-880;-130;-1;0;-880;-130
4147000;-910;-325;-4;-36;-910;-325
4148000;-910;-325;-4;-36;-910;-140
4150000;-935;-140;-8;-10;-935;-140
4151000;-935;-140;-3;7;-890;-5
4152000;-890;-5;-3;7;-890;-5
4154000;-850;-150;-1;-16;-850;-150
4155000;-850;-265;4;-33;-840;-265
4156000;-840;-265;4;-33;-840;-265
4158000;-820;-90;11;-7;-820;-90
4159000;-820;-90;3;7;-850;-15
4160000;-850;-15;3;7;-850;-15
4161000;-915;-215;-5;-13;-915;-215
4163000;-915;-215;-5;-13;-960;-520
4164000;-960;-520;-13;-54;-960;-520
4165000;-970;-600;-21;-67;-970;-600
4167000;-970;-600;-21;-44;-970;-465
4168000;-970;-465;-24;-44;-970;-465
4169000;-980;-375;-20;-20;-980;-375
4171000;-980;-375;-20;-20;-970;-435
4172000;-970;-435;-8;-19;-970;-435
4173000;-970;-540;3;-26;-930;-540
4174000;-930;-540;3;-26;-930;-540
4176000;-865;-510;13;-17;-865;-510
4177000;-865;-510;21;5;-825;-395
4179000;-825;-395;21;5;-825;-395
4180000;-775;-270;28;37;-775;-270
4181000;-775;-270;25;49;-765;-260
4182000;-765;-260;25;49;-765;-260
4184000;-795;-450;13;14;-795;-450
4185000;-795;-450;13;14;-805;-670
4186000;-805;-670;3;-35;-805;-670
4187000;-795;-745;1;-53;-795;-745
4189000;-795;-745;1;-53;-795;-710
4190000;-805;-710;0;-39;-805;-710
4192000;-785;-595;3;-8;-785;-595
4193000;-785;-595;3;-8;-660;-480
4194000;-660;-480;19;19;-660;-480
4195000;-660;-440;21;25;-620;-440
4197000;-620;-440;21;25;-620;-440
4198000;-565;-485;28;14;-565;-485
4199000;-565;-485;24;-5;-575;-600
4200000;-575;-600;24;-5;-575;-600
4202000;-600;-690;18;-21;-600;-690
4203000;-600;-690;-7;-21;-735;-670
4205000;-735;-670;-7;-21;-735;-670
4206000;-765;-610;-20;-11;-765;-610
4207000;-765;-610;-20;10;-790;-515
4208000;-790;-515;-27;10;-790;-515
4210000;-800;-430;-20;31;-800;-430
4211000;-800;-430;-20;31;-770;-435
4212000;-770;-435;-4;32;-770;-435
4214000;-745;-505;8;19;-745;-505
4215000;-745;-505;8;19;-725;-570
4216000;-725;-570;16;4;-725;-570
4217000;-725;-665;19;-19;-715;-665
4219000;-715;-665;19;-19;-715;-665
4220000;-675;-655;22;-19;-675;-655
4221000;-675;-655;22;-5;-635;-610
4223000;-635;-610;22;-5;-635;-610
4224000;-635;-510;14;17;-635;-510
4225000;-635;-510;9;47;-635;-340
4227000;-635;-340;9;47;-635;-340
4228000;-655;-330;5;41;-655;-330
4229000;-655;-330;5;18;-685;-395
4230000;-685;-395;1;18;-685;-395
4232000;-690;-500;0;-3;-690;-500
4233000;-690;-500;0;-3;-690;-635
4234000;-675;-635;-2;-25;-675;-635
4235000;-675;-645;0;-27;-615;-645
4237000;-615;-645;0;-27;-560;-615
4238000;-560;-615;6;-19;-560;-615
4240000;-570;-585;6;-6;-570;-585
4241000;-570;-585;6;-6;-570;-585
4242000;-565;-500;12;15;-565;-500
4243000;-565;-500;2;32;-625;-450
4245000;-625;-450;2;32;-625;-450
4246000;-680;-440;-5;32;-680;-440
4247000;-680;-440;-5;32;-680;-490
4249000;-680;-490;-6;11;-680;-490
4250000;-700;-575;-18;-8;-700;-575
4251000;-700;-575;-18;-8;-710;-615
4253000;-710;-615;-22;-15;-710;-615
4254000;-720;-630;-11;-17;-720;-630
4255000;-720;-630;-11;-17;-690;-575
4256000;-690;-575;3;-4;-690;-575
4258000;-690;-515;5;6;-680;-515
4259000;-680;-515;5;6;-680;-515
4260000;-640;-400;9;25;-640;-400
4262000;-590;-295;15;39;-590;-295
4263000;-590;-295;15;39;-590;-295
4264000;-555;-315;22;28;-555;-315
4266000;-555;-315;23;9;-515;-380
4267000;-515;-380;23;9;-515;-380
4268000;-515;-470;14;-8;-515;-470
4269000;-515;-470;14;-8;-555;-575
4271000;-555;-575;4;-22;-555;-575
4272000;-600;-620;-1;-27;-600;-620
4273000;-600;-620;-1;-23;-620;-610
4275000;-620;-610;-6;-23;-620;-610
4276000;-600;-600;-6;-15;-600;-600
4277000;-600;-600;-6;-15;-580;-570
4279000;-580;-570;-2;-3;-580;-570
4280000;-580;-515;2;7;-560;-515
4281000;-560;-515;2;7;-560;-515
4283000;-515;-455;1;17;-515;-455
4284000;-465;-400;-11;25;-465;-400
4285000;-465;-400;-11;25;-465;-425
4286000;-475;-425;-12;19;-475;-425
4288000;-475;-425;9;12;-485;-445
4289000;-485;-445;9;12;-485;-445
4290000;-530;-475;14;3;-530;-475
4291000;-530;-475;14;3;-590;-530
4293000;-590;-530;1;-11;-590;-530
4294000;-645;-550;-11;-16;-645;-550
4296000;-645;-550;-15;-8;-705;-540
4297000;-705;-540;-15;-8;-705;-540
4298000;-760;-510;-15;0;-760;-510
4299000;-760;-510;-15;0;-770;-445
4301000;-770;-445;-12;12;-770;-445
4302000;-730;-310;1;32;-730;-310
4303000;-730;-310;1;32;-730;-310
4304000;-685;-235;17;42;-685;-235
4306000;-685;-255;19;33;-685;-255
4307000;-685;-255;19;33;-685;-330
4309000;-685;-330;8;10;-685;-330
4310000;-685;-415;2;-10;-665;-415
4311000;-665;-415;2;-10;-665;-415
4312000;-655;-585;7;-33;-655;-585
4314000;-655;-585;20;-28;-625;-615
4315000;-625;-615;20;-28;-625;-615
4316000;-585;-645;24;-28;-585;-645
4317000;-585;-645;24;-28;-560;-645
4319000;-560;-645;17;-28;-560;-645
4320000;-570;-625;7;-17;-570;-625
4322000;-570;-625;7;-17;-605;-605
4323000;-605;-605;4;-8;-605;-605
4324000;-595;-575;15;-3;-595;-575
4325000;-595;-575;15;-3;-595;-550
4327000;-605;-550;13;7;-605;-550
4328000;-605;-550;8;22;-595;-500
4329000;-595;-500;8;22;-595;-500
4331000;-575;-460;6;26;-575;-460
4332000;-575;-490;2;17;-575;-490
4333000;-575;-490;2;17;-575;-490
4335000;-615;-510;-4;11;-615;-510
4336000;-615;-510;-10;8;-680;-530
4337000;-680;-530;-10;8;-680;-530
4338000;-690;-555;-6;4;-690;-555
4340000;-690;-555;-6;4;-680;-565
4341000;-680;-565;0;-2;-680;-565
4343000;-660;-585;5;-13;-660;-585
4344000;-660;-585;5;-19;-690;-615
4345000;-690;-615;2;-19;-690;-615
4346000;-710;-585;0;-11;-710;-585
4348000;-710;-585;0;-11;-730;-575
4349000;-730;-575;-2;-4;-730;-575
4350000;-730;-535;-5;4;-755;-535
4351000;-755;-535;-5;4;-755;-535
4353000;-740;-480;-1;13;-740;-480
4354000;-720;-420;4;24;-720;-420
4355000;-720;-420;4;24;-720;-420
4357000;-720;-335;7;38;-720;-335
4358000;-720;-335;2;39;-740;-290
4359000;-740;-290;2;39;-740;-290
4361000;-710;-290;0;26;-710;-290
4362000;-710;-290;0;26;-640;-315
4363000;-640;-315;6;11;-640;-315
4365000;-595;-390;10;-3;-595;-390
4366000;-595;-390;10;-11;-575;-460
4367000;-575;-460;12;-11;-575;-460
4368000;-565;-495;13;-18;-565;-495
4370000;-565;-495;13;-18;-605;-575
4371000;-605;-575;10;-33;-605;-575
4372000;-605;-575;26;-39;-620;-630
4373000;-620;-630;26;-39;-620;-630
4375000;-620;-660;28;-38;-620;-660
4376000;-660;-700;4;-38;-660;-700
4378000;-660;-700;4;-38;-660;-710
4379000;-690;-710;-4;-33;-690;-710
4380000;-690;-710;-4;-19;-680;-680
